DOI,Materials type,Materials Name,Electrolyte,Voltage (V),Specific surface area (m2/g),Pore volume (cm3/g),IDIG,N-doped (at%),O-doped (at%),E-type,Current density (A/g),Capacitance (F/g)
10.1186/s11671-017-2151-4,porous carbon,cgacf,KOH,1,1435,0.87,0.87,0,0,2,0.1,218
10.1186/s11671-017-2151-4,porous carbon,cgacf,KOH,1,1435,0.87,0.87,0,0,2,0.5,209.3
10.1186/s11671-017-2151-4,porous carbon,cgacf,KOH,1,1435,0.87,0.87,0,0,2,1,205
10.1186/s11671-017-2151-4,porous carbon,cgacf,KOH,1,1435,0.87,0.87,0,0,2,2,203
10.1186/s11671-017-2151-4,porous carbon,cgacf,KOH,1,1435,0.87,0.87,0,0,2,5,201
10.1186/s11671-017-2151-4,porous carbon,cgacf,KOH,1,1435,0.87,0.87,0,0,2,10,194.6
10.1186/s11671-017-2151-4,porous carbon,cgacf,KOH,1,1435,0.87,0.87,0,0,2,20,192
10.1186/s11671-017-2151-4,AC,AC,KOH,1,1282,0.58,1,0,0,2,0.1,175
10.1186/s11671-017-2151-4,AC,AC,KOH,1,1282,0.58,1,0,0,2,0.5,164
10.1186/s11671-017-2151-4,AC,AC,KOH,1,1282,0.58,1,0,0,2,1,157
10.1186/s11671-017-2151-4,AC,AC,KOH,1,1282,0.58,1,0,0,2,2,150.5
10.1186/s11671-017-2151-4,AC,AC,KOH,1,1282,0.58,1,0,0,2,5,142
10.1186/s11671-017-2151-4,AC,AC,KOH,1,1282,0.58,1,0,0,2,10,134.7
10.1186/s11671-017-2151-4,AC,AC,KOH,1,1282,0.58,1,0,0,2,20,122.5
10.1126/science.1200770,graphene,,TEABF4/AN,2.7,3100,2.14,1.19,0,0,2,0.8,150
10.1126/science.1200770,graphene,,BMIMBF4,3.5,3100,2.14,1.19,0,0,2,1.4,165
10.1126/science.1200770,graphene,,BMIMBF4,3.5,3100,2.14,1.19,0,0,2,2.8,166
10.1126/science.1200770,graphene,,BMIMBF4,3.5,3100,2.14,1.19,0,0,2,5.7,166
10.1126/science.1200770,graphene,,EMITFSI,3.5,3100,2.14,1.19,0,0,2,0.7,200
10.1039/d0ta09985f,carbon scaffold,CPIL-1,H2SO4,1,2485,0.93,0.79,2.87,12.21,3,0.5,279
10.1039/d0ta09985f,carbon scaffold,CPIL-2,H2SO4,1,2423,0.98,0.79,4.21,9.49,3,0.5,304
10.1039/d0ta09985f,carbon scaffold,CPIL-3,H2SO4,1,2629,1.14,0.81,7.55,9.2,3,0.5,359
10.1039/d0ta09985f,carbon scaffold,CPIL-4,H2SO4,1,2157,0.97,0.82,7.57,8.06,3,0.5,321
10.1039/d0ta09985f,carbon scaffold,CPIL-5,H2SO4,1,1152,0.46,0.84,8.96,8.43,3,0.5,239
10.1039/d0ta09985f,carbon scaffold,CPIL-6,H2SO4,1,1049,0.44,0.86,9.05,7.81,3,0.5,235
10.1039/d0ta09985f,carbon scaffold,CPIL-1,EMIMBF4,3.5,2485,0.93,0.79,2.87,12.21,2,0.2,135
10.1039/d0ta09985f,carbon scaffold,CPIL-2,EMIMBF4,3.5,2423,0.98,0.79,4.21,9.49,2,0.2,141
10.1039/d0ta09985f,carbon scaffold,CPIL-3,EMIMBF4,3.5,2629,1.14,0.81,7.55,9.2,2,0.2,211
10.1039/d0ta09985f,carbon scaffold,CPIL-4,EMIMBF4,3.5,2157,0.97,0.82,7.57,8.06,2,0.2,158
10.1039/d0ta09985f,carbon scaffold,CPIL-5,EMIMBF4,3.5,1152,0.46,0.84,8.96,8.43,2,0.2,101
10.1039/d0ta09985f,carbon scaffold,CPIL-6,EMIMBF4,3.5,1049,0.44,0.86,9.05,7.81,2,0.2,98
10.1039/c8ta10406a,,HPC-1,KOH,1,2128,1.37,0.88,8.72,15.73,3,1,341
10.1039/c8ta10406a,,HPC-2,KOH,1,2379,1.89,0.88,6.9,10.17,3,1,402
10.1039/c8ta10406a,,HPC-2,KOH,1,2379,1.89,0.88,6.9,10.17,3,0.5,533
10.1039/c8ta10406a,,HPC-3,KOH,1,1921,1.53,0.88,6.51,10.75,3,1,311
10.1039/c8ta10406a,,HPC-4,KOH,1,690,0.548,0.83,10.23,14.04,3,1,200
10.1039/c8ta10406a,,HPC-5,KOH,1,1782,1.42,0.88,5.1,10.51,3,1,280
10.1039/c8ta10406a,,HPC-6,KOH,1,1247,0.99,0.93,2.39,12.64,3,1,261
10.1039/c8ta10158b,,PCN900,KOH,0.8,1527,1.01,0.84,4.99,8.78,3,1,241
10.1039/c8ta10158b,,PCN600,KOH,0.8,1620,0.98,0.96,11.64,10.41,3,1,186
10.1039/c8ta10158b,,PCN800,KOH,0.8,2218,1.36,0.87,6.15,12.66,3,1,267
10.1039/c8ta10158b,,PCN700,KOH,0.8,2660,1.54,0.89,10.95,10.37,3,1,358
10.1039/c8ta10158b,,PCN700,KOH,0.8,2660,1.54,0.89,10.95,10.37,3,0.5,376
10.1039/c8ta10158b,,PCN700,KOH,0.8,2660,1.54,0.89,10.95,10.37,3,50,206
10.1039/c8ta10158b,,PCN700,KOH,0.8,2660,1.54,0.89,10.95,10.37,2,72.5,0.2
10.1039/c8ta10158b,,PCN700,KOH,0.8,2660,1.54,0.89,10.95,10.37,2,70.5,0.5
10.1039/c8ta10158b,,PCN700,KOH,0.8,2660,1.54,0.89,10.95,10.37,2,67.5,1
10.1039/c8ta10158b,,PCN700,KOH,0.8,2660,1.54,0.89,10.95,10.37,2,56.4,2
10.1039/c8ta10158b,,PCN700,KOH,0.8,2660,1.54,0.89,10.95,10.37,2,48.8,5
10.1039/c8ta10158b,,PCN700,KOH,0.8,2660,1.54,0.89,10.95,10.37,2,41.3,10
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-B-800,KOH,1,191.2,0.48,0.91,0,0,2,0.5,21
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-B-900,KOH,1,542.5,1.1,1.04,0,0,2,0.5,96
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-B-1000,KOH,1,527.5,1.04,1.11,0,0,2,0.5,127
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-S-800,KOH,1,318.6,0.78,0.95,0,0,2,0.5,43
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-S-900,KOH,1,1356.3,2.72,1.09,0,0,2,0.5,264
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-S-1000,KOH,1,1122.3,2.26,1.12,0,0,2,0.5,192
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-B-800,KOH,1,191.2,0.48,0.91,0,0,2,5,16.3
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-B-900,KOH,1,542.5,1.1,1.04,0,0,2,5,88.4
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-B-1000,KOH,1,527.5,1.04,1.11,0,0,2,5,109.6
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-S-800,KOH,1,318.6,0.78,0.95,0,0,2,5,34.1
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-S-900,KOH,1,1356.3,2.72,1.09,0,0,2,5,234.8
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-S-1000,KOH,1,1122.3,2.26,1.12,0,0,2,5,171.2
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-B-800,KOH,1,191.2,0.48,0.91,0,0,2,10,14
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-B-900,KOH,1,542.5,1.1,1.04,0,0,2,10,87.5
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-B-1000,KOH,1,527.5,1.04,1.11,0,0,2,10,106
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-S-800,KOH,1,318.6,0.78,0.95,0,0,2,10,33.1
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-S-900,KOH,1,1356.3,2.72,1.09,0,0,2,10,232.5
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-S-1000,KOH,1,1122.3,2.26,1.12,0,0,2,10,170.2
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-B-800,KOH,1,191.2,0.48,0.91,0,0,2,20,11.3
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-B-900,KOH,1,542.5,1.1,1.04,0,0,2,20,87.4
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-B-1000,KOH,1,527.5,1.04,1.11,0,0,2,20,100
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-S-800,KOH,1,318.6,0.78,0.95,0,0,2,20,30
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-S-900,KOH,1,1356.3,2.72,1.09,0,0,2,20,228.6
10.1039/c8qm00284c,sponge-like hierarchical porous carbon,C-S-1000,KOH,1,1122.3,2.26,1.12,0,0,2,20,166.3
10.1039/c8nr00207j,,PB-5,KOH,1,675,0.77,0.8,8.6,13.8,3,0.5,105
10.1039/c8nr00207j,,PB-15,KOH,1,862,1.03,0.77,9.1,11.7,3,0.5,199
10.1039/c8nr00207j,,PB-15,KOH,1,862,1.03,0.77,9.1,11.7,3,1,182
10.1039/c8nr00207j,,PB-15,KOH,1,862,1.03,0.77,9.1,11.7,3,2,163
10.1039/c8nr00207j,,PB-15,KOH,1,862,1.03,0.77,9.1,11.7,3,3,151
10.1039/c8nr00207j,,PB-15,KOH,1,862,1.03,0.77,9.1,11.7,3,4,144
10.1039/c8nr00207j,,PB-15,KOH,1,862,1.03,0.77,9.1,11.7,3,5,136
10.1039/c8nr00207j,,PB-15,KOH,1,862,1.03,0.77,9.1,11.7,3,10,127
10.1039/c8nr00207j,,PB-15,KOH,1,862,1.03,0.77,9.1,11.7,3,15,123
10.1039/c8nr00207j,,PB-15,KOH,1,862,1.03,0.77,9.1,11.7,3,20,120
10.1039/c8nr00207j,,PB-15,KOH,1,862,1.03,0.77,9.1,11.7,3,30,117
10.1039/c7ta05710e,N-doped porous carbon,N-GPC,KOH,1,498.5,0.941,0.71,4.11,15.93,2,1,238
10.1039/c7ta05710e,N-doped porous carbon,N-PC,KOH,1,665,0.626,1.01,5.82,11.8,2,1,175
10.1039/c7ta05710e,N-doped porous carbon,N-GPC,KOH,1,498.5,0.941,0.71,4.11,15.93,2,5,211
10.1039/c7ta05710e,N-doped porous carbon,N-PC,KOH,1,665,0.626,1.01,5.82,11.8,2,5,162
10.1039/c7ta05710e,N-doped porous carbon,N-GPC,KOH,1,498.5,0.941,0.71,4.11,15.93,2,10,201
10.1039/c7ta05710e,N-doped porous carbon,N-PC,KOH,1,665,0.626,1.01,5.82,11.8,2,10,125
10.1039/c7ta05710e,N-doped porous carbon,N-GPC,KOH,1,498.5,0.941,0.71,4.11,15.93,2,20,187
10.1039/c7ta05710e,N-doped porous carbon,N-PC,KOH,1,665,0.626,1.01,5.82,11.8,2,20,92
10.1039/c7ta05710e,N-doped porous carbon,N-GPC,KOH,1,498.5,0.941,0.71,4.11,15.93,2,50,166
10.1039/c7ta05710e,N-doped porous carbon,N-PC,KOH,1,665,0.626,1.01,5.82,11.8,2,50,68
10.1039/c7ta05710e,N-doped porous carbon,N-GPC,KOH,1,498.5,0.941,0.71,4.11,15.93,2,100,148
10.1039/c7ta05710e,N-doped porous carbon,N-PC,KOH,1,665,0.626,1.01,5.82,11.8,2,100,55
10.1039/c7ta05710e,N-doped porous carbon,N-GPC,KOH,1,498.5,0.941,0.71,4.11,15.93,2,150,130
10.1039/c7ta05710e,N-doped porous carbon,N-GPC,KOH,1,498.5,0.941,0.71,4.11,15.93,2,200,117
10.1039/c7ra07984b,N-doped porous carbon,NC-700,KOH,1,1264,0.56,1.01,9.2,15.5,3,0.5,236
10.1039/c7ra07984b,N-doped porous carbon,NC-800,KOH,1,1803,0.8,0.98,6.5,15.8,3,0.5,285
10.1039/c7ra07984b,N-doped porous carbon,NC-900,KOH,1,2695,1.2,1.02,3.4,17.5,3,0.5,263
10.1039/c7ra07984b,N-doped porous carbon,C-800,KOH,1,1438,0.82,0.91,0.6,11.9,3,0.5,248
10.1039/c7ra07984b,N-doped porous carbon,NC-700,KOH,1,1264,0.56,1.01,9.2,15.5,3,1,216
10.1039/c7ra07984b,N-doped porous carbon,NC-800,KOH,1,1803,0.8,0.98,6.5,15.8,3,1,270
10.1039/c7ra07984b,N-doped porous carbon,NC-900,KOH,1,2695,1.2,1.02,3.4,17.5,3,1,242
10.1039/c7ra07984b,N-doped porous carbon,C-800,KOH,1,1438,0.82,0.91,0.6,11.9,3,1,222
10.1039/c7ra07984b,N-doped porous carbon,NC-700,KOH,1,1264,0.56,1.01,9.2,15.5,3,2,198
10.1039/c7ra07984b,N-doped porous carbon,NC-800,KOH,1,1803,0.8,0.98,6.5,15.8,3,2,264
10.1039/c7ra07984b,N-doped porous carbon,NC-900,KOH,1,2695,1.2,1.02,3.4,17.5,3,2,230
10.1039/c7ra07984b,N-doped porous carbon,C-800,KOH,1,1438,0.82,0.91,0.6,11.9,3,2,213
10.1039/c7ra07984b,N-doped porous carbon,NC-700,KOH,1,1264,0.56,1.01,9.2,15.5,3,5,189
10.1039/c7ra07984b,N-doped porous carbon,NC-800,KOH,1,1803,0.8,0.98,6.5,15.8,3,5,245
10.1039/c7ra07984b,N-doped porous carbon,NC-900,KOH,1,2695,1.2,1.02,3.4,17.5,3,5,206
10.1039/c7ra07984b,N-doped porous carbon,C-800,KOH,1,1438,0.82,0.91,0.6,11.9,3,5,193
10.1039/c7ra07984b,N-doped porous carbon,NC-700,KOH,1,1264,0.56,1.01,9.2,15.5,3,8,164
10.1039/c7ra07984b,N-doped porous carbon,NC-800,KOH,1,1803,0.8,0.98,6.5,15.8,3,8,227
10.1039/c7ra07984b,N-doped porous carbon,NC-900,KOH,1,2695,1.2,1.02,3.4,17.5,3,8,185
10.1039/c7ra07984b,N-doped porous carbon,C-800,KOH,1,1438,0.82,0.91,0.6,11.9,3,8,182
10.1039/c7ra07984b,N-doped porous carbon,NC-700,KOH,1,1264,0.56,1.01,9.2,15.5,3,10,154
10.1039/c7ra07984b,N-doped porous carbon,NC-800,KOH,1,1803,0.8,0.98,6.5,15.8,3,10,226
10.1039/c7ra07984b,N-doped porous carbon,NC-900,KOH,1,2695,1.2,1.02,3.4,17.5,3,10,172
10.1039/c7ra07984b,N-doped porous carbon,C-800,KOH,1,1438,0.82,0.91,0.6,11.9,3,10,166
10.1039/c7ra07984b,N-doped porous carbon,NC-700,KOH,1,1264,0.56,1.01,9.2,15.5,3,15,116
10.1039/c7ra07984b,N-doped porous carbon,NC-800,KOH,1,1803,0.8,0.98,6.5,15.8,3,15,224
10.1039/c7ra07984b,N-doped porous carbon,NC-900,KOH,1,2695,1.2,1.02,3.4,17.5,3,15,166
10.1039/c7ra07984b,N-doped porous carbon,C-800,KOH,1,1438,0.82,0.91,0.6,11.9,3,15,153
10.1039/c7ra07984b,N-doped porous carbon,NC-800,KOH,1,1803,0.8,0.98,6.5,15.8,3,20,200
10.1039/c7ra07984b,N-doped porous carbon,NC-900,KOH,1,2695,1.2,1.02,3.4,17.5,3,20,138
10.1039/c7ra07984b,N-doped porous carbon,C-800,KOH,1,1438,0.82,0.91,0.6,11.9,3,20,133
10.1039/c7ra07984b,N-doped porous carbon,NC-800,KOH,1,1803,0.8,0.98,6.5,15.8,2,0.5,156
10.1039/c7ra07984b,N-doped porous carbon,NC-800,KOH,1,1803,0.8,0.98,6.5,15.8,2,1,153
10.1039/c7ra07984b,N-doped porous carbon,NC-800,KOH,1,1803,0.8,0.98,6.5,15.8,2,5,130
10.1039/c7ra07984b,N-doped porous carbon,NC-800,KOH,1,1803,0.8,0.98,6.5,15.8,2,10,111
10.1039/c7ra07984b,N-doped porous carbon,NC-800,KOH,1,1803,0.8,0.98,6.5,15.8,2,15,95
10.1039/c7ra07984b,N-doped porous carbon,C-800,KOH,1,1438,0.82,0.91,0.6,11.9,2,0.5,130
10.1039/c7ra07984b,N-doped porous carbon,C-800,KOH,1,1438,0.82,0.91,0.6,11.9,2,1,124
10.1039/c7ra07984b,N-doped porous carbon,C-800,KOH,1,1438,0.82,0.91,0.6,11.9,2,5,99
10.1039/c7ra07984b,N-doped porous carbon,C-800,KOH,1,1438,0.82,0.91,0.6,11.9,2,15,80
10.1039/c7ra07984b,N-doped porous carbon,NC-800,H2SO4,1,1803,0.8,0.98,6.5,15.8,2,0.5,178
10.1039/c7ra07984b,N-doped porous carbon,NC-800,H2SO4,1,1803,0.8,0.98,6.5,15.8,2,1,169
10.1039/c7ra07984b,N-doped porous carbon,NC-800,H2SO4,1,1803,0.8,0.98,6.5,15.8,2,5,138
10.1039/c7ra07984b,N-doped porous carbon,NC-800,H2SO4,1,1803,0.8,0.98,6.5,15.8,2,10,117
10.1039/c7ra07984b,N-doped porous carbon,NC-800,H2SO4,1,1803,0.8,0.98,6.5,15.8,2,15,104
10.1039/c7ra07984b,N-doped porous carbon,C-800,H2SO4,1,1438,0.82,0.91,0.6,11.9,2,0.5,132
10.1039/c7ra07984b,N-doped porous carbon,C-800,H2SO4,1,1438,0.82,0.91,0.6,11.9,2,1,127
10.1039/c7ra07984b,N-doped porous carbon,C-800,H2SO4,1,1438,0.82,0.91,0.6,11.9,2,5,101
10.1039/c7ra07984b,N-doped porous carbon,C-800,H2SO4,1,1438,0.82,0.91,0.6,11.9,2,10,95
10.1039/c7nj01127j,porous carbon,CK-700,H2SO4,1,847.9,0.44,0.92,1.45,25.07,3,0.5,220
10.1039/c7nj01127j,porous carbon,CK-800,H2SO4,1,891.8,0.613,0.8,0.96,18.74,3,0.5,272
10.1039/c7nj01127j,porous carbon,CK-900,H2SO4,1,878.2,0.537,0.78,1.02,15.88,3,0.5,250
10.1039/c7nj01127j,porous carbon,CKU-800,H2SO4,1,1776.9,0.993,0.92,2.65,16.34,3,0.5,300.6
10.1039/c7nj01127j,porous carbon,CK-700,H2SO4,1,847.9,0.44,0.92,1.45,25.07,3,1,202
10.1039/c7nj01127j,porous carbon,CK-800,H2SO4,1,891.8,0.613,0.8,0.96,18.74,3,1,239
10.1039/c7nj01127j,porous carbon,CK-900,H2SO4,1,878.2,0.537,0.78,1.02,15.88,3,1,220
10.1039/c7nj01127j,porous carbon,CKU-800,H2SO4,1,1776.9,0.993,0.92,2.65,16.34,3,1,268
10.1039/c7nj01127j,porous carbon,CK-700,H2SO4,1,847.9,0.44,0.92,1.45,25.07,3,2,186
10.1039/c7nj01127j,porous carbon,CK-800,H2SO4,1,891.8,0.613,0.8,0.96,18.74,3,2,213
10.1039/c7nj01127j,porous carbon,CK-900,H2SO4,1,878.2,0.537,0.78,1.02,15.88,3,2,197
10.1039/c7nj01127j,porous carbon,CKU-800,H2SO4,1,1776.9,0.993,0.92,2.65,16.34,3,2,244
10.1039/c7nj01127j,porous carbon,CK-700,H2SO4,1,847.9,0.44,0.92,1.45,25.07,3,5,174
10.1039/c7nj01127j,porous carbon,CK-800,H2SO4,1,891.8,0.613,0.8,0.96,18.74,3,5,191
10.1039/c7nj01127j,porous carbon,CK-900,H2SO4,1,878.2,0.537,0.78,1.02,15.88,3,5,180
10.1039/c7nj01127j,porous carbon,CKU-800,H2SO4,1,1776.9,0.993,0.92,2.65,16.34,3,5,224
10.1039/c7nj01127j,porous carbon,CK-700,H2SO4,1,847.9,0.44,0.92,1.45,25.07,3,10,167
10.1039/c7nj01127j,porous carbon,CK-800,H2SO4,1,891.8,0.613,0.8,0.96,18.74,3,10,184
10.1039/c7nj01127j,porous carbon,CK-900,H2SO4,1,878.2,0.537,0.78,1.02,15.88,3,10,172
10.1039/c7nj01127j,porous carbon,CKU-800,H2SO4,1,1776.9,0.993,0.92,2.65,16.34,3,10,219
10.1039/c7nj01127j,porous carbon,CK-700,H2SO4,1,847.9,0.44,0.92,1.45,25.07,3,20,165
10.1039/c7nj01127j,porous carbon,CK-800,H2SO4,1,891.8,0.613,0.8,0.96,18.74,3,20,183
10.1039/c7nj01127j,porous carbon,CK-900,H2SO4,1,878.2,0.537,0.78,1.02,15.88,3,20,172
10.1039/c7nj01127j,porous carbon,CKU-800,H2SO4,1,1776.9,0.993,0.92,2.65,16.34,3,20,213
10.1039/c7gc00506g,porous carbon,LHC-3K,EMITFSI,2.5,1660,0.78,0.94,0.7,4.7,2,1,218
10.1039/c7gc00506g,porous carbon,LHC-2K,EMITFSI,2.5,1355,0.62,0.9,0.7,4.4,2,1,152
10.1039/c7gc00506g,porous carbon,LHC-1K,EMITFSI,2.5,1290,0.59,0.88,0.6,3.3,2,1,130
10.1039/c7gc00506g,porous carbon,LHC-3K,EMITFSI,2.5,1660,0.78,0.94,0.7,4.7,2,2,212
10.1039/c7gc00506g,porous carbon,LHC-2K,EMITFSI,2.5,1355,0.62,0.9,0.7,4.4,2,2,146
10.1039/c7gc00506g,porous carbon,LHC-1K,EMITFSI,2.5,1290,0.59,0.88,0.6,3.3,2,2,126
10.1039/c7gc00506g,porous carbon,LHC-3K,EMITFSI,2.5,1660,0.78,0.94,0.7,4.7,2,5,205
10.1039/c7gc00506g,porous carbon,LHC-2K,EMITFSI,2.5,1355,0.62,0.9,0.7,4.4,2,5,136
10.1039/c7gc00506g,porous carbon,LHC-1K,EMITFSI,2.5,1290,0.59,0.88,0.6,3.3,2,5,118
10.1039/c7gc00506g,porous carbon,LHC-3K,EMITFSI,2.5,1660,0.78,0.94,0.7,4.7,2,10,197
10.1039/c7gc00506g,porous carbon,LHC-2K,EMITFSI,2.5,1355,0.62,0.9,0.7,4.4,2,10,128
10.1039/c7gc00506g,porous carbon,LHC-1K,EMITFSI,2.5,1290,0.59,0.88,0.6,3.3,2,10,109
10.1039/c7gc00506g,porous carbon,LHC-3K,EMITFSI,2.5,1660,0.78,0.94,0.7,4.7,2,15,195
10.1039/c7gc00506g,porous carbon,LHC-2K,EMITFSI,2.5,1355,0.62,0.9,0.7,4.4,2,15,122
10.1039/c7gc00506g,porous carbon,LHC-1K,EMITFSI,2.5,1290,0.59,0.88,0.6,3.3,2,15,113
10.1039/c7gc00506g,porous carbon,LHC-3K,EMITFSI,2.5,1660,0.78,0.94,0.7,4.7,2,20,190
10.1039/c7gc00506g,porous carbon,LHC-2K,EMITFSI,2.5,1355,0.62,0.9,0.7,4.4,2,20,118
10.1039/c7gc00506g,porous carbon,LHC-1K,EMITFSI,2.5,1290,0.59,0.88,0.6,3.3,2,20,96
10.1039/c7gc00506g,porous carbon,LHC-3K,EMITFSI,2.5,1660,0.78,0.94,0.7,4.7,2,25,185
10.1039/c7gc00506g,porous carbon,LHC-2K,EMITFSI,2.5,1355,0.62,0.9,0.7,4.4,2,25,111
10.1039/c7gc00506g,porous carbon,LHC-1K,EMITFSI,2.5,1290,0.59,0.88,0.6,3.3,2,25,91
10.1039/c7gc00506g,porous carbon,LHC-3K,EMITFSI,2.5,1660,0.78,0.94,0.7,4.7,2,30,180
10.1039/c7gc00506g,porous carbon,LHC-2K,EMITFSI,2.5,1355,0.62,0.9,0.7,4.4,2,30,107
10.1039/c7gc00506g,porous carbon,LHC-1K,EMITFSI,2.5,1290,0.59,0.88,0.6,3.3,2,30,86
10.1039/c7gc00506g,porous carbon,LHC-3K,EMITFSI,2.5,1660,0.78,0.94,0.7,4.7,2,35,174
10.1039/c7gc00506g,porous carbon,LHC-2K,EMITFSI,2.5,1355,0.62,0.9,0.7,4.4,2,35,113
10.1039/c7gc00506g,porous carbon,LHC-1K,EMITFSI,2.5,1290,0.59,0.88,0.6,3.3,2,35,80
10.1039/c7gc00506g,porous carbon,LHC-3K,EMITFSI,2.5,1660,0.78,0.94,0.7,4.7,2,40,170
10.1039/c7gc00506g,porous carbon,LHC-2K,EMITFSI,2.5,1355,0.62,0.9,0.7,4.4,2,40,98
10.1039/c7gc00506g,porous carbon,LHC-1K,EMITFSI,2.5,1290,0.59,0.88,0.6,3.3,2,40,76
10.1039/c7gc00506g,porous carbon,LHC-3K,EMITFSI,2.5,1660,0.78,0.94,0.7,4.7,2,45,163
10.1039/c7gc00506g,porous carbon,LHC-2K,EMITFSI,2.5,1355,0.62,0.9,0.7,4.4,2,45,94
10.1039/c7gc00506g,porous carbon,LHC-1K,EMITFSI,2.5,1290,0.59,0.88,0.6,3.3,2,45,71
10.1039/c7gc00506g,porous carbon,LHC-3K,EMITFSI,2.5,1660,0.78,0.94,0.7,4.7,2,50,159
10.1039/c7gc00506g,porous carbon,LHC-2K,EMITFSI,2.5,1355,0.62,0.9,0.7,4.4,2,50,88
10.1039/c7gc00506g,porous carbon,LHC-1K,EMITFSI,2.5,1290,0.59,0.88,0.6,3.3,2,50,67
10.1039/c7gc00506g,porous carbon,LHC-3K,KOH,1,1660,0.78,0.94,0.7,4.7,3,0.1,420
10.1039/c7gc00506g,porous carbon,LHC-2K,KOH,1,1355,0.62,0.9,0.7,4.4,3,0.1,354
10.1039/c7gc00506g,porous carbon,LHC-1K,KOH,1,1290,0.59,0.88,0.6,3.3,3,0.1,289
10.1039/c7gc00506g,porous carbon,LHC-3K,KOH,1,1660,0.78,0.94,0.7,4.7,3,1,348
10.1039/c7gc00506g,porous carbon,LHC-2K,KOH,1,1355,0.62,0.9,0.7,4.4,3,1,288
10.1039/c7gc00506g,porous carbon,LHC-1K,KOH,1,1290,0.59,0.88,0.6,3.3,3,1,224
10.1039/c7gc00506g,porous carbon,LHC-3K,KOH,1,1660,0.78,0.94,0.7,4.7,3,2,327
10.1039/c7gc00506g,porous carbon,LHC-2K,KOH,1,1355,0.62,0.9,0.7,4.4,3,2,276
10.1039/c7gc00506g,porous carbon,LHC-1K,KOH,1,1290,0.59,0.88,0.6,3.3,3,2,220
10.1039/c7gc00506g,porous carbon,LHC-3K,KOH,1,1660,0.78,0.94,0.7,4.7,3,5,311
10.1039/c7gc00506g,porous carbon,LHC-2K,KOH,1,1355,0.62,0.9,0.7,4.4,3,5,258
10.1039/c7gc00506g,porous carbon,LHC-1K,KOH,1,1290,0.59,0.88,0.6,3.3,3,5,211
10.1039/c7gc00506g,porous carbon,LHC-3K,KOH,1,1660,0.78,0.94,0.7,4.7,3,10,302
10.1039/c7gc00506g,porous carbon,LHC-2K,KOH,1,1355,0.62,0.9,0.7,4.4,3,10,247
10.1039/c7gc00506g,porous carbon,LHC-1K,KOH,1,1290,0.59,0.88,0.6,3.3,3,10,207
10.1039/c7gc00506g,porous carbon,LHC-3K,KOH,1,1660,0.78,0.94,0.7,4.7,3,20,300
10.1039/c7gc00506g,porous carbon,LHC-2K,KOH,1,1355,0.62,0.9,0.7,4.4,3,20,238
10.1039/c7gc00506g,porous carbon,LHC-1K,KOH,1,1290,0.59,0.88,0.6,3.3,3,20,207
10.1039/c7gc00506g,porous carbon,LHC-3K,KOH,1,1660,0.78,0.94,0.7,4.7,3,30,300
10.1039/c7gc00506g,porous carbon,LHC-2K,KOH,1,1355,0.62,0.9,0.7,4.4,3,30,235
10.1039/c7gc00506g,porous carbon,LHC-1K,KOH,1,1290,0.59,0.88,0.6,3.3,3,30,203
10.1039/c7gc00506g,porous carbon,LHC-3K,KOH,1,1660,0.78,0.94,0.7,4.7,3,40,295
10.1039/c7gc00506g,porous carbon,LHC-2K,KOH,1,1355,0.62,0.9,0.7,4.4,3,40,231
10.1039/c7gc00506g,porous carbon,LHC-1K,KOH,1,1290,0.59,0.88,0.6,3.3,3,40,196
10.1039/c7gc00506g,porous carbon,LHC-3K,KOH,1,1660,0.78,0.94,0.7,4.7,3,50,289
10.1039/c7gc00506g,porous carbon,LHC-2K,KOH,1,1355,0.62,0.9,0.7,4.4,3,50,232
10.1039/c7gc00506g,porous carbon,LHC-1K,KOH,1,1290,0.59,0.88,0.6,3.3,3,50,195
10.1039/c7gc00506g,porous carbon,LHC-3K,KOH,1,1660,0.78,0.94,0.7,4.7,3,100,284
